protein,G10_2,G10_3,G11_2,G11_3,G12_2,G12_3,G13_2,G13_3,G16_2,G16_3,G17_2,G17_3,G18_2,G18_3,G19_2,G19_3,G20,G20_2,G21,G21_2,G22,G22_2,G23,G23_2,G26,G26_2,G27,G27_2,G28,G28_2,G29,G29_2,G32,G32_2,G33,G33_2,G34,G34_2,G35,G35_2,G4_2,G4_3,G5_2,G5_3,G6_2,G6_3,G7_2,G7_3,SumNSAFpH7.1,SumNSAFpH7.5,clusterpH7.1,clusterpH7.5,uniprotID
TRINITY_DN103004_c0_g1::TRINITY_DN103004_c0_g1_i1::g.40099::m.40099,4.6741,4.7877,9.0536,4.6363,4.674,4.8101,4.8055,5.0139,0,9.021,4.4797,0,8.8645,4.5318,8.8684,4.5637,4.5067,9.1101,4.6855,0,5.2294,5.2574,4.5731,4.6197,9.0887,0,9.3631,0,0,4.9088,9.0493,8.9834,4.9724,4.8831,4.9241,0,0,4.913,9.6014,9.9701,4.6378,9.3002,4.7288,9.3454,4.7627,0,0,4.6065,118.0336,111.5128,1,1,A0A0L8H5M0
TRINITY_DN103081_c0_g1::TRINITY_DN103081_c0_g1_i1::g.40498::m.40498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9328,0,0,0,0,0,0,0,0,6.9328,6.5092,11,9,NA
TRINITY_DN103188_c0_g1::TRINITY_DN103188_c0_g1_i1::g.40876::m.40876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9785,0,0,0,6.811,0,0,0,0,0,0,0,0,0,14.8114,0,0,0,0,0,7.15,0,0,0,7.0429,0,0,0,0,0,7.15,21.8543,7,25,K1S0E7
TRINITY_DN103191_c0_g1::TRINITY_DN103191_c0_g1_i1::g.40879::m.40879,11.2179,17.2358,21.7287,16.6907,16.8263,17.3162,17.2997,24.0665,22.0419,21.6503,21.5025,16.2685,21.2747,21.7524,15.9631,21.9056,21.6324,21.8643,33.7358,39.3157,37.6514,37.8531,32.9263,38.8055,38.1726,27.4158,44.9429,34.1311,41.3712,47.1241,38.0072,37.7304,35.8014,29.2985,35.4532,35.1316,42.0532,47.1645,40.3258,41.8744,0,5.5801,0,0,5.7153,5.9213,5.3383,11.0555,634.3957,517.0759,2,11,A0A210QBL1
TRINITY_DN103272_c0_g1::TRINITY_DN103272_c0_g1_i1::g.40759::m.40759,0,8.5934,8.125,0,0,0,8.6252,0,8.2422,0,8.0405,8.1111,0,0,7.9588,0,8.089,0,16.8199,0,0,0,16.4162,0,0,0,0,0,0,0,0,0,0,0,8.8381,8.7579,8.9857,8.8182,17.2332,17.895,0,8.3463,25.4626,0,0,0,0,0,69.5161,100.6061,24,1,A0A0L8I015
TRINITY_DN103292_c0_g1::TRINITY_DN103292_c0_g1_i1::g.40747::m.40747,0,8.3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9714,0,8.1908,0,0,0,0,0,0,8.1927,0,0,0,0,0,0,8.5454,0,0,0,0,0,0,8.1162,0,0,0,0,0,0,0,0,49.395,NA,6,NA
TRINITY_DN103463_c0_g1::TRINITY_DN103463_c0_g1_i1::g.40732::m.40732,0,0,0,5.5636,0,5.7721,0,0,5.5105,0,0,0,0,0,0,0,0,5.4661,0,0,0,0,0,0,0,0,0,0,0,5.8905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6626,16.5402,6,33,A0A0B6ZWL5
TRINITY_DN103608_c0_g1::TRINITY_DN103608_c0_g1_i1::g.40767::m.40767,0,0,0,0,0,9.8069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6649,0,0,0,0,0,9.9558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8069,19.6207,16,10,NA
TRINITY_DN103678_c0_g1::TRINITY_DN103678_c0_g1_i1::g.40766::m.40766,6.9124,7.0804,0,6.8565,6.9122,0,0,0,0,0,6.6249,0,6.5547,0,6.5576,0,6.6649,6.7364,0,0,7.7336,7.775,0,0,0,0,0,0,7.2837,7.2594,0,0,0,0,0,0,7.4037,0,7.0996,0,13.7175,6.8769,0,0,7.0435,0,6.5789,0,78.2019,61.4699,1,6,A0A0L8FPC7
TRINITY_DN103794_c0_g1::TRINITY_DN103794_c0_g1_i1::g.40851::m.40851,0,0,8.0562,16.5021,0,8.5603,0,0,0,8.0271,0,8.0423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6316,0,0,7.917,8.1979,24.6752,57.2593,31,6,A0A210QXD9
TRINITY_DN103890_c0_g1::TRINITY_DN103890_c0_g1_i1::g.39993::m.39993,0,0,0,0,0,8.5603,0,0,0,0,0,0,0,8.065,0,0,0,0,8.3387,0,0,0,8.1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6253,0,18,9,B3VKL7
TRINITY_DN103985_c0_g1::TRINITY_DN103985_c0_g1_i1::g.40639::m.40639,19.6313,10.0542,0,0,0,10.1011,0,10.5291,9.6433,9.472,9.4073,9.49,9.3077,9.5167,9.3118,9.5837,9.4642,19.1313,9.8396,9.8289,32.945,22.081,9.6035,29.1041,9.5432,19.191,19.6625,9.9549,10.3428,10.3084,28.5054,28.2978,20.8841,20.509,20.681,30.7402,21.0266,20.6345,10.0814,41.8744,19.4788,0,0,0,0,0,0,0,313.5515,276.7672,2,1,V4AKR5
TRINITY_DN103987_c0_g1::TRINITY_DN103987_c0_g1_i1::g.40643::m.40643,0,0,0,0,0,0,0,0,0,0,0,6.2026,0,6.2201,0,0,0,6.252,6.4311,6.4241,0,0,0,6.3408,0,0,0,0,0,6.7375,6.2103,0,6.8249,0,0,6.6972,0,6.7433,0,0,0,0,0,0,0,0,0,0,32.252,32.4008,7,16,A0A210PVA7
TRINITY_DN104013_c0_g1::TRINITY_DN104013_c0_g1_i1::g.40323::m.40323,0,0,0,8.251,0,8.5603,8.5521,0,0,0,0,8.0423,0,0,0,0,8.0205,8.1065,25.016,24.9888,0,0,16.2771,0,16.1748,0,16.6632,8.4364,26.2952,26.2078,8.0524,0,0,8.6902,8.7632,0,0,0,0,0,0,0,0,0,0,0,23.751,8.1979,109.6167,116.1369,1,4,K1PXZ6
TRINITY_DN104042_c0_g1::TRINITY_DN104042_c0_g1_i1::g.40326::m.40326,12.0437,18.5047,23.3283,5.9731,12.0433,12.394,24.7645,19.3787,35.4969,29.0552,23.0855,29.1103,28.5512,23.3538,22.8511,11.7591,17.4187,17.6055,24.1463,18.0901,13.4744,13.5466,23.5669,5.9518,23.4188,23.5473,24.1258,18.3219,25.3811,18.9725,17.488,11.5737,12.8123,18.8733,12.6878,18.859,6.4499,12.6592,12.3699,12.8449,17.9253,17.9728,24.3691,24.0801,18.4081,12.7145,11.4627,17.8041,366.1971,466.7055,2,11,K1QE50
TRINITY_DN10413_c0_g1::TRINITY_DN10413_c0_g1_i1::g.6546::m.6546,7.6685,7.8549,7.4268,7.6064,7.6682,7.8915,0,0,0,0,7.3495,7.414,7.2716,7.4349,0,0,0,14.9463,7.6872,0,8.5794,8.6254,0,7.5792,0,0,0,0,8.0803,8.0534,0,7.3692,8.1579,8.0113,8.0785,8.0053,8.2135,8.0603,7.8761,8.1786,7.6089,7.6291,7.7581,7.6661,15.6277,8.0955,0,0,134.6048,123.1816,1,1,A0A293MWR4
TRINITY_DN10441_c0_g1::TRINITY_DN10441_c0_g1_i1::g.6550::m.6550,30.4833,31.2243,29.5227,30.2367,48.7718,31.37,37.6081,39.2388,23.9586,29.4162,29.2153,41.2607,28.9059,29.5549,23.135,23.8104,17.6351,29.7069,24.4463,36.6296,20.4627,27.4298,23.8596,24.1028,17.7823,17.8799,36.6383,30.9158,32.1205,25.6109,17.7052,17.5763,19.4573,12.7385,19.268,19.0933,19.59,19.2247,25.0471,26.009,18.148,42.4574,43.1758,42.6636,43.4857,38.6172,40.6177,18.0253,658.0198,649.5076,2,11,K1PTY5
TRINITY_DN10491_c0_g1::TRINITY_DN10491_c0_g1_i1::g.6551::m.6551,6.1734,18.9703,5.9788,0,0,0,6.3469,6.6221,0,11.9145,0,0,0,5.9853,0,0,0,0,6.1884,6.1817,0,0,0,6.1015,6.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,6.1254,12.2833,6.2455,18.5144,6.2904,6.5172,5.8755,6.084,56.4069,98.3893,20,1,K1PNW8
TRINITY_DN104942_c0_g1::TRINITY_DN104942_c0_g1_i1::g.40299::m.40299,0,0,8.8844,0,0,9.4403,9.4313,0,9.0124,8.8523,0,8.8691,8.6988,8.8941,0,8.9567,0,8.9398,0,9.1859,0,0,8.9752,18.1334,8.9188,8.9678,0,9.3036,9.6662,0,8.8802,8.8155,9.7589,9.5836,9.664,9.5764,9.8255,0,0,0,9.1023,9.1264,9.2808,9.1707,9.3474,9.6844,8.7309,0,128.5047,156.1972,1,1,K1QLV5
TRINITY_DN105018_c0_g1::TRINITY_DN105018_c0_g1_i1::g.40884::m.40884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6202,0,0,0,0,10.14,9.6202,6,12,NA
TRINITY_DN105076_c0_g1::TRINITY_DN105076_c0_g1_i1::g.40882::m.40882,0,0,0,0,0,0,8.1383,0,0,0,0,0,7.5062,0,0,0,0,7.7142,0,0,0,8.9036,0,0,0,7.7383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5481,15.4525,18,30,NA
TRINITY_DN105231_c0_g1::TRINITY_DN105231_c0_g1_i1::g.40135::m.40135,5.8426,5.9847,5.6585,11.5907,5.8425,6.0126,12.0137,6.2673,5.7401,5.6381,11.1992,5.6488,5.5403,5.6647,5.5428,5.7046,5.6334,5.6938,5.8569,5.8506,6.5367,6.5717,5.7164,5.7746,5.6804,5.7116,5.8519,11.8511,6.1564,6.136,5.6558,5.6146,6.2155,6.1039,6.1551,6.0992,6.2579,6.1412,6.0009,6.2313,5.7973,5.8126,5.911,5.8408,5.9534,6.168,5.5608,5.7581,143.1059,151.5109,1,1,NA
TRINITY_DN105379_c0_g1::TRINITY_DN105379_c0_g1_i1::g.40158::m.40158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0274,0,0,0,0,0,18.9339,0,0,8.3632,0,0,0,8.5818,0,0,0,0,0,8.8401,8.9142,0,9.0632,8.8942,0,0,0,8.4183,0,0,0,0,0,0,53.2819,34.7544,1,25,K1R2G8
TRINITY_DN105514_c0_g1::TRINITY_DN105514_c0_g1_i1::g.40196::m.40196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6944,7.7769,7.9997,7.991,8.9282,0,0,0,7.7587,7.8012,7.9929,8.0934,0,0,0,0,8.4895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9282,63.598,13,35,NA
TRINITY_DN105565_c0_g1::TRINITY_DN105565_c0_g1_i1::g.40194::m.40194,0,0,7.9219,8.1135,0,0,0,8.7742,8.0361,0,7.8394,7.9083,7.7564,7.9306,7.7599,7.9864,0,7.9714,0,0,0,9.2004,8.0029,8.0845,7.9526,7.9963,0,8.2957,0,0,7.9182,7.8605,0,8.5454,8.6171,0,0,0,16.8024,8.7238,0,0,0,8.1772,0,0,0,0,98.7973,97.3749,1,1,A0A210Q935
TRINITY_DN10560_c0_g1::TRINITY_DN10560_c0_g1_i1::g.31916::m.31916,0,0,0,0,0,0,0,0,0,0,0,0,8.3853,0,8.389,0,8.5263,8.6177,8.8645,0,0,0,8.6518,0,8.5974,0,0,0,0,0,8.5602,0,0,0,9.3158,0,9.4714,0,0,0,0,0,0,0,9.0106,9.3354,0,0,53.1519,35.0572,8,10,A0A210QXB7
TRINITY_DN10561_c0_g1::TRINITY_DN10561_c0_g1_i1::g.31911::m.31911,10.6306,18.1484,6.8638,10.5446,7.0869,10.9399,10.9294,15.2045,13.9254,13.678,20.3769,13.7039,26.8815,27.485,23.5317,17.2991,27.3333,24.1731,3.5522,17.7418,23.787,27.9001,13.8679,14.0092,20.6711,17.3204,10.6476,10.7815,22.4032,11.1643,20.5815,27.2422,30.1576,22.2119,26.1313,22.1951,11.3862,7.4493,18.1976,22.6757,14.0641,10.576,10.755,7.0849,10.8322,3.7409,6.7452,13.969,381.4416,379.7163,2,11,A0A287AHC2
TRINITY_DN105750_c0_g1::TRINITY_DN105750_c0_g1_i1::g.40156::m.40156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6995,0,0,0,0,6.4483,0,6.4946,0,0,0,20.3632,6.4483,7,12,NA
TRINITY_DN10704_c0_g1::TRINITY_DN10704_c0_g1_i1::g.16069::m.16069,8.0456,0,0,0,0,0,0,0,0,0,0,0,7.6293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6293,8.0456,3,14,A0A210QCT6
TRINITY_DN10745_c0_g1::TRINITY_DN10745_c0_g1_i1::g.16064::m.16064,5.6412,0,0,0,5.641,0,5.7997,0,0,0,0,0,0,5.4694,0,5.5079,0,0,0,0,0,6.3451,0,0,0,0,0,0,0,0,0,0,12.0024,0,0,5.8889,0,0,5.7939,6.0164,0,0,5.7071,0,0,0,0,0,40.5734,29.2396,18,25,NA
TRINITY_DN10817_c0_g1::TRINITY_DN10817_c0_g1_i1::g.1641::m.1641,3.3273,3.4082,6.445,6.6008,9.9817,6.8482,3.4209,3.5692,9.8068,6.4217,3.1889,6.4339,6.3103,3.226,3.1566,3.2487,3.2082,3.2426,3.3355,9.9955,3.7226,3.7425,3.2554,6.5772,3.235,3.2527,9.9979,3.3745,3.506,6.9887,16.1048,6.395,7.0794,3.4761,7.0105,6.9469,14.2553,10.4921,3.4174,7.0974,3.3015,6.6205,3.3662,9.9789,3.3904,7.0253,6.3336,6.5583,145.3682,129.719,1,1,A0A210QGD5
TRINITY_DN10910_c0_g1::TRINITY_DN10910_c0_g1_i1::g.27007::m.27007,0,8.977,8.4878,17.3861,8.7637,9.0189,9.0103,18.8019,8.6101,8.4572,8.3994,8.4732,8.3104,8.497,8.3141,8.5569,0,0,8.7854,8.7758,19.6101,19.7151,8.5746,0,8.5207,8.5674,8.7779,8.8883,9.2346,9.2039,8.4838,16.8439,9.3233,9.1558,9.2326,27.4466,9.3869,9.2118,9.0013,9.347,0,17.4379,8.8664,8.7613,0,0,8.3411,8.6371,216.2898,202.5448,2,1,A0A0Y0H9G6
TRINITY_DN10929_c0_g1::TRINITY_DN10929_c0_g1_i1::g.27005::m.27005,0,0,5.7614,0,0,0,0,0,0,5.7406,0,5.7515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0333,0,0,0,0,0,0,0,0,0,6.2529,0,0,0,0,0,5.947,6.0616,0,5.6619,0,17.9764,29.2338,14,6,A0A0L8H107
TRINITY_DN10941_c0_g1::TRINITY_DN10941_c0_g1_i1::g.27004::m.27004,9.865,10.1048,9.5541,9.7851,9.8646,10.1519,10.1422,5.291,9.6918,4.7598,4.7273,9.5376,9.3545,9.5645,9.3586,9.6319,14.2676,14.4206,9.8891,9.8783,16.5553,16.6439,9.6518,9.7501,9.5911,9.6437,9.8807,10.0049,5.1974,10.3602,9.5496,9.48,20.9891,10.306,10.3925,15.4473,15.8492,10.3691,10.1321,10.5212,9.7884,14.7214,9.9803,9.8619,10.052,10.4144,9.389,9.7222,237.3449,247.1993,2,1,V4ATR3
TRINITY_DN10991_c0_g1::TRINITY_DN10991_c0_g1_i1::g.26999::m.26999,0,0,0,6.9544,0,0,7.2082,0,0,6.7657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8539,0,0,0,0,0,6.7376,0,0,0,0,0,0,7.201,0,0,0,0,7.009,7.1441,0,0,0,28.2909,27.583,12,6,K1QCK9
TRINITY_DN11062_c0_g1::TRINITY_DN11062_c0_g1_i1::g.20950::m.20950,5.6089,0,0,0,0,0,0,0,5.5105,5.4126,0,0,0,0,0,0,0,5.4661,0,0,0,0,5.4877,5.5436,0,5.4832,0,0,0,0,0,5.3901,0,0,0,0,0,0,0,0,0,5.5801,0,0,5.7153,0,0,0,16.649,33.0614,30,6,A0A1S3H1T5
TRINITY_DN11169_c0_g1::TRINITY_DN11169_c0_g1_i1::g.21001::m.21001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8216,0,8.1319,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6298,0,8.5459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9973,NA,16,A0A210PFX7
TRINITY_DN1117_c0_g1::TRINITY_DN1117_c0_g1_i1::g.2375::m.2375,0,0,0,4.6363,0,0,0,0,0,4.5105,4.4797,0,0,0,0,18.2547,4.5067,0,0,0,0,0,0,4.6197,4.5444,4.5693,0,0,0,0,4.5247,4.4917,0,0,0,0,5.0063,4.913,0,0,0,4.6501,0,0,0,0,0,4.6065,46.4166,31.897,8,13,A0A210Q234
TRINITY_DN11179_c0_g1::TRINITY_DN11179_c0_g1_i1::g.20995::m.20995,0,9.9547,0,0,0,0,0,0,9.5478,9.3782,9.3142,18.792,9.2155,9.4225,9.2196,9.4888,28.1114,18.9418,19.4844,9.7316,32.6188,21.8623,9.5084,9.6053,18.8973,9.5005,19.4679,9.8563,0,10.2063,9.4077,28.0176,20.6773,20.3059,10.2381,10.1453,20.8184,30.6453,19.9633,10.365,0,9.6685,0,0,0,0,0,0,230.8564,242.5288,2,1,A0A1S3IPR8
TRINITY_DN11227_c0_g1::TRINITY_DN11227_c0_g1_i1::g.5969::m.5969,5.6089,0,5.4322,0,5.6088,5.7721,0,0,0,5.4126,5.3756,5.4228,5.3187,0,5.321,0,0,0,0,0,0,0,5.4877,5.5436,5.4532,5.4832,0,0,0,0,10.8592,5.3901,0,0,5.9089,5.8553,6.0076,0,0,5.9821,0,0,0,0,0,5.9213,0,0,61.7245,49.9527,1,6,A0A0S2GL00
TRINITY_DN11302_c0_g1::TRINITY_DN11302_c0_g1_i1::g.31352::m.31352,0,5.264,0,5.0975,0,0,0,0,5.0489,0,0,4.9686,0,4.9826,4.8753,5.0176,0,0,0,0,0,5.7804,0,5.0793,0,0,0,0,0,0,0,4.9385,0,5.3688,0,0,0,0,5.2782,0,0,0,0,0,0,0,0,5.0647,41.0166,25.7478,7,33,A0A210R025
TRINITY_DN11336_c0_g1::TRINITY_DN11336_c0_g1_i1::g.31351::m.31351,7.0363,3.6037,3.4073,0,3.518,3.6205,3.617,0,3.4564,3.395,3.3718,6.8028,3.3361,0,3.3376,3.435,6.7843,3.4285,3.5267,3.5229,7.8722,3.9572,3.4421,3.4772,3.4205,3.4393,3.5238,3.5681,3.7071,7.3895,3.4057,3.3809,7.4853,7.3509,3.7063,3.6727,3.7682,7.3959,3.6134,3.7522,3.4908,3.5001,3.5593,3.5171,3.5848,3.7141,3.3484,3.4672,86.6982,95.0432,1,1,A0A210QY65
TRINITY_DN11555_c0_g1::TRINITY_DN11555_c0_g1_i1::g.15490::m.15490,21.9344,5.6169,15.9324,5.4392,21.9337,11.2862,16.9132,11.7643,5.3873,15.8749,15.7665,15.9049,15.5995,15.9498,15.6064,16.0621,15.8617,21.3757,16.491,10.982,18.405,12.3357,16.0952,16.2593,15.9941,10.7213,16.477,16.6842,0,11.5178,10.6165,15.8088,23.3342,17.1863,23.1073,17.1733,17.62,11.5276,22.5284,17.5451,10.882,21.8217,16.6432,5.4819,11.1751,11.578,10.4381,5.4042,317.8748,345.5824,2,11,A0A210PEG1
TRINITY_DN11593_c0_g1::TRINITY_DN11593_c0_g1_i1::g.15488::m.15488,7.5505,0,0,0,0,0,7.7627,0,0,0,0,7.3,7.1598,0,0,0,0,0,0,0,8.4474,8.4927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9363,0,0,0,0,0,0,7.6936,0,7.1862,7.4412,62.1199,14.8505,27,15,A0A1S3K3X1
TRINITY_DN11646_c0_g1::TRINITY_DN11646_c0_g1_i1::g.944::m.944,8.3894,0,0,0,0,8.6335,17.2505,8.9992,8.2422,8.0957,0,0,0,0,7.9588,0,16.178,8.1758,16.8199,8.4008,9.386,9.4363,8.2081,8.2918,8.1565,8.2013,8.4028,8.5085,8.84,17.6212,8.1212,0,8.9248,8.7645,8.8381,0,8.9857,8.8182,8.6166,0,8.3243,0,8.4875,8.3869,0,0,7.9847,8.268,147.2117,142.4771,1,1,A0A210PF45
TRINITY_DN11670_c0_g1::TRINITY_DN11670_c0_g1_i1::g.936::m.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9915,14.7877,0,0,0,5.7196,5.7502,0,0,0,4.9977,0,5.1848,0,0,0,0,10.8771,10.6818,10.7714,5.3368,0,5.3736,5.2508,0,0,0,0,0,0,0,0,0,27.0857,62.6373,7,1,A0A0B6ZC76
TRINITY_DN11690_c0_g1::TRINITY_DN11690_c0_g1_i1::g.939::m.939,0,0,0,0,0,5.261,0,0,0,0,0,0,0,0,0,0,4.9292,0,0,5.1192,5.7196,0,5.0018,0,0,0,0,0,0,0,4.9489,0,0,0,0,0,0,0,0,0,0,5.086,0,0,0,0,0,0,15.9295,15.1344,17,42,A0A210PIR3
TRINITY_DN11806_c0_g1::TRINITY_DN11806_c0_g1_i1::g.10457::m.10457,26.0592,17.7951,16.8253,17.2322,17.3723,8.9391,8.9305,9.3178,17.0678,16.7646,8.3251,16.7964,16.4738,16.8437,24.7217,16.9623,16.7507,16.9303,17.4153,17.3963,19.4366,19.5407,16.9973,25.7558,16.8905,8.4916,17.4005,8.8096,18.3058,9.1225,16.8174,8.3474,9.2408,9.0748,9.1509,9.0679,18.6076,9.1303,8.9216,18.5285,25.8569,34.5671,26.364,17.3675,17.7021,18.3403,16.5347,8.5607,353.2132,380.2251,2,11,NA
TRINITY_DN12084_c0_g1::TRINITY_DN12084_c0_g1_i1::g.5307::m.5307,23.5575,24.1302,15.2101,23.3669,23.5568,16.1618,8.0732,25.2698,7.7147,15.1552,15.0517,22.7759,14.8923,15.2267,7.4495,15.3339,15.1426,15.305,15.7434,7.8631,26.356,26.4971,15.3656,15.5222,22.9036,15.3528,7.865,15.9278,16.5485,8.2467,15.2029,15.0922,16.7073,24.6108,16.5448,24.5922,16.8213,24.7614,24.1955,16.7498,15.5831,23.4365,23.833,31.4004,24.0041,24.8695,14.9473,23.2165,418.995,424.0302,2,11,K1QGP7
TRINITY_DN12093_c0_g1::TRINITY_DN12093_c0_g1_i1::g.5305::m.5305,0,0,4.5924,4.7035,4.7417,0,4.8751,0,0,0,4.5446,0,4.4965,0,0,4.6298,0,0,0,0,0,0,0,0,0,0,4.7494,0,0,0,9.1805,0,0,0,0,0,0,0,0,0,0,0,4.7973,4.7404,0,0,4.5131,4.6732,37.1099,28.1276,8,6,A0A146Y4Q6
TRINITY_DN12266_c0_g1::TRINITY_DN12266_c0_g1_i1::g.14770::m.14770,0,5.7783,0,0,0,0,0,0,0,0,0,5.454,0,0,0,0,0,0,0,0,0,0,0,0,5.4846,5.5147,0,0,5.9441,0,0,0,0,0,0,0,0,5.9294,0,0,0,0,0,0,0,0,5.369,0,17.2425,22.2316,36,15,A0A210PDZ9
TRINITY_DN12299_c0_g1::TRINITY_DN12299_c0_g1_i1::g.14765::m.14765,57.739,59.1426,55.9194,47.7266,67.3601,69.3215,69.2555,82.5811,66.1796,55.7177,55.3372,55.8232,63.8764,65.3106,45.6462,46.9789,55.6715,56.2684,38.5867,48.181,53.8317,64.944,56.4912,57.0669,56.1362,65.8516,57.831,58.5582,60.84,60.6376,65.2085,73.9812,40.9493,50.2671,50.6888,60.2749,51.5357,70.8046,49.4188,71.8434,76.3876,67.0161,68.15,67.3415,58.8336,50.7955,64.1123,56.9033,1421.0874,1333.1585,2,21,R7TH54
TRINITY_DN12536_c0_g1::TRINITY_DN12536_c0_g1_i1::g.25573::m.25573,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6134,0,7.667,0,7.6525,0,7.8631,0,0,0,0,0,0,0,0,0,0,7.6014,0,0,8.2036,16.5448,0,0,0,8.0652,0,0,7.8122,0,0,0,0,7.4737,0,38.4207,48.0762,8,18,NA
TRINITY_DN12631_c0_g1::TRINITY_DN12631_c0_g1_i1::g.9779::m.9779,0,0,0,2.8468,0,0,0,0,0,0,2.7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0532,0,0,0,0,3.0167,0,0,0,0,0,0,0,0,0,0,3.0167,8.6507,11,34,A0A0K2UED6
TRINITY_DN12632_c0_g1::TRINITY_DN12632_c0_g1_i1::g.9775::m.9775,3.4931,0,0,3.4648,0,3.5947,3.5913,0,3.4318,3.3708,0,0,0,3.3867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6019,3.492,0,0,0,0,10.5727,27.8544,15,6,A0A210QFV4
TRINITY_DN12636_c0_g1::TRINITY_DN12636_c0_g1_i1::g.9787::m.9787,13.3546,0,0,0,0,0,6.865,0,0,0,0,0,0,6.4739,0,0,6.4382,0,0,6.6863,0,7.5105,0,0,0,0,0,0,0,0,0,0,7.1034,6.9758,0,0,0,0,0,0,6.6255,0,0,6.6753,0,0,6.3552,0,27.2046,53.8591,4,25,A0A0L8G1B4
TRINITY_DN12759_c0_g1::TRINITY_DN12759_c0_g1_i1::g.10113::m.10113,5.3346,5.4643,10.3329,10.5828,5.3344,5.4897,10.969,11.4447,10.4819,5.1478,10.2254,20.6303,15.1756,10.3442,10.1215,10.4171,10.2871,5.1987,5.3476,0,0,12.0005,5.2193,5.2725,15.5595,10.4299,10.6862,10.8205,11.2422,5.6024,10.3281,10.2528,5.675,5.5731,5.6198,5.5689,0,5.6072,5.479,11.3789,5.2932,5.3072,10.7939,5.3329,5.4357,5.6317,5.0772,5.2574,177.8618,190.3459,1,1,K1PAG1
TRINITY_DN12776_c0_g2::TRINITY_DN12776_c0_g2_i1::g.10101::m.10101,5.7068,5.8455,0,0,5.7066,5.8728,5.8672,6.1216,11.2132,11.014,10.9388,11.0348,27.0573,11.0659,16.2416,16.7157,44.0193,22.2457,28.6035,22.858,44.6928,64.1888,33.5006,33.842,61.0318,44.6303,57.1585,52.0896,60.1325,59.9326,38.6702,49.3566,42.4968,59.6191,42.0835,47.6592,48.899,23.9936,58.613,30.432,0,0,0,0,0,0,0,0,607.4018,551.6449,2,11,A0A210QBL1
TRINITY_DN12791_c0_g1::TRINITY_DN12791_c0_g1_i1::g.10106::m.10106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5495,0,0,0,0,4.0673,4.0891,3.5569,0,0,0,0,3.687,0,0,0,3.4936,0,3.798,0,3.7951,3.8938,3.8212,0,3.8773,0,0,0,0,0,0,0,0,26.7918,11.2801,7,23,W4YG93
TRINITY_DN12801_c0_g1::TRINITY_DN12801_c0_g1_i1::g.35480::m.35480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2283,0,0,0,0,0,0,0,0,0,7.9847,7.9266,8.7748,0,0,0,0,0,0,8.7971,0,0,0,0,0,0,0,0,33.9367,8.7748,7,24,A0A210QAI9
